STATISTIC,Statistic2,TLIST(M1),Month,C02438V02948,Consumer Item,UNIT,VALUE
CPM08,National Average Price,199801,1998M01,10080,Lamb loin chops per kg.,IEP,8.008
CPM08,National Average Price,199801,1998M01,10090,Lamb gigot chops per kg.,IEP,5.598
CPM08,National Average Price,199801,1998M01,10100,Lamb - neck per kg.,IEP,2.609
CPM08,National Average Price,199801,1998M01,10110,Lambs liver per kg.,IEP,3.357
CPM08,National Average Price,199801,1998M01,10120,Whole leg of pork per kg.,IEP,3.916
CPM08,National Average Price,199801,1998M01,10130,Pork loin chops per kg.,IEP,5.797
CPM08,National Average Price,199801,1998M01,10140,Shoulder roast of pork per kg.,IEP,3.287
CPM08,National Average Price,199801,1998M01,10150,Pork steak per kg.,IEP,8.532
CPM08,National Average Price,199801,1998M01,10160,Best back rashers per kg.,IEP,6.321
CPM08,National Average Price,199801,1998M01,10170,Streaky rashers per kg.,IEP,4.272
CPM08,National Average Price,199801,1998M01,10180,Ham fillet per kg.,IEP,5.907
CPM08,National Average Price,199801,1998M01,10240,Cooked ham per kg.,IEP,8.802
CPM08,National Average Price,199801,1998M01,10260,Pork sausages per kg.,IEP,3.008
CPM08,National Average Price,199801,1998M01,10270,Black pudding per kg.,IEP,3.008
CPM08,National Average Price,199801,1998M01,10280,Fillet of whiting per kg.,IEP,4.8
CPM08,National Average Price,199801,1998M01,10290,Cod cutlets per kg.,IEP,7.443
CPM08,National Average Price,199801,1998M01,10310,Fillet of plaice per kg.,IEP,8.474
CPM08,National Average Price,199801,1998M01,10340,Smoked kippers per kg.,IEP,3.824
CPM08,National Average Price,199801,1998M01,10460,Potatoes per 5lbs,IEP,1.065
CPM08,National Average Price,199801,1998M01,10470,Potatoes 10 kg.,IEP,3.025
CPM08,National Average Price,199801,1998M01,10480,Tomatoes per kg.,IEP,1.509
CPM08,National Average Price,199801,1998M01,10490,Onions per kg.,IEP,0.697
CPM08,National Average Price,199801,1998M01,10510,Broccoli per kg.,IEP,1.745
CPM08,National Average Price,199801,1998M01,10530,Carrots per kg.,IEP,0.71
CPM08,National Average Price,199801,1998M01,10540,Mushrooms per kg.,IEP,2.936
CPM08,National Average Price,199801,1998M01,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199801,1998M01,10800,Irish cheddar per kg.,IEP,5.761
CPM08,National Average Price,199801,1998M01,10820,Butter per lb.,IEP,1.596
CPM08,National Average Price,199801,1998M01,10880,Large (size 2) eggs per dozen,IEP,1.615
CPM08,National Average Price,199801,1998M01,10890,Medium (size 3) eggs per dozen,IEP,1.345
CPM08,National Average Price,199801,1998M01,10900,"Bread white sliced, large (800g)",IEP,0.739
CPM08,National Average Price,199801,1998M01,10910,"Bread brown sliced, large (800g)",IEP,0.815
CPM08,National Average Price,199801,1998M01,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199801,1998M01,11020,"White, plain flour per 2 kgs.",IEP,0.944
CPM08,National Average Price,199801,1998M01,11030,"White, self-raising flour per 2 kgs.",IEP,0.942
CPM08,National Average Price,199801,1998M01,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.985
CPM08,National Average Price,199801,1998M01,11080,White granulated sugar per kg.,IEP,0.886
CPM08,National Average Price,199801,1998M01,11310,Jam per lb.,IEP,1.009
CPM08,National Average Price,199801,1998M01,11320,Honey per lb.,IEP,1.594
CPM08,National Average Price,199801,1998M01,11330,Marmalade per lb.,IEP,1.035
CPM08,National Average Price,199801,1998M01,11580,Stout - take home (6 x 250ml),IEP,4.072
CPM08,National Average Price,199801,1998M01,11590,Lager - take home (4 x 330ml),IEP,4.051
CPM08,National Average Price,199801,1998M01,11610,Ale - take home (6 x 250ml),IEP,4.207
CPM08,National Average Price,199801,1998M01,11620,Cider - take home ( 500ml can),IEP,1.178
CPM08,National Average Price,199801,1998M01,11630,Whiskey - take home (70cl bottle),IEP,13.609
CPM08,National Average Price,199801,1998M01,11640,Brandy - take home (70cl bottle),IEP,17.834
CPM08,National Average Price,199801,1998M01,11650,Vodka - take home (70cl bottle),IEP,12.099
CPM08,National Average Price,199801,1998M01,11660,Sherry - take home (75cl bottle),IEP,7.885
CPM08,National Average Price,199801,1998M01,11690,Stout - draught bar (1 pint),IEP,2.033
CPM08,National Average Price,199801,1998M01,11700,Lager - draught lounge (1/2 pint),IEP,1.273
CPM08,National Average Price,199801,1998M01,11710,Lager - draught lounge (1 pint),IEP,2.241
CPM08,National Average Price,199801,1998M01,11720,Lager - bottled bar (330ml bottle),IEP,2.188
CPM08,National Average Price,199801,1998M01,11730,Ale - draught bar (1/2 pint),IEP,1.189
CPM08,National Average Price,199801,1998M01,11740,Ale - draught bar (1 pint),IEP,2.064
CPM08,National Average Price,199801,1998M01,11750,Cider - bar (330ml bottle),IEP,2.309
CPM08,National Average Price,199801,1998M01,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.071
CPM08,National Average Price,199801,1998M01,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.051
CPM08,National Average Price,199801,1998M01,30430,Leaded petrol per ltr.,IEP,0.7
CPM08,National Average Price,199801,1998M01,30440,Petrol - unleaded per ltr.,IEP,0.599
CPM08,National Average Price,199801,1998M01,30450,Liquid petroleum gas per ltr.,IEP,0.38
CPM08,National Average Price,199801,1998M01,30460,Diesel per ltr.,IEP,0.574
CPM08,National Average Price,199802,1998M02,10010,Round steak per kg.,IEP,5.564
CPM08,National Average Price,199802,1998M02,10020,Sirloin steak per kg.,IEP,7.994
CPM08,National Average Price,199802,1998M02,10030,Rib steak per kg.,IEP,4.141
CPM08,National Average Price,199802,1998M02,10040,Leg beef (boneless) per kg.,IEP,4.311
CPM08,National Average Price,199802,1998M02,10050,Brisket pot roast per kg.,IEP,4.162
CPM08,National Average Price,199802,1998M02,10070,Lamb whole leg per kg.,IEP,5.734
CPM08,National Average Price,199802,1998M02,10080,Lamb loin chops per kg.,IEP,8.027
CPM08,National Average Price,199802,1998M02,10090,Lamb gigot chops per kg.,IEP,5.657
CPM08,National Average Price,199802,1998M02,10100,Lamb - neck per kg.,IEP,2.697
CPM08,National Average Price,199802,1998M02,10110,Lambs liver per kg.,IEP,3.361
CPM08,National Average Price,199802,1998M02,10120,Whole leg of pork per kg.,IEP,4.017
CPM08,National Average Price,199802,1998M02,10130,Pork loin chops per kg.,IEP,5.906
CPM08,National Average Price,199802,1998M02,10140,Shoulder roast of pork per kg.,IEP,3.338
CPM08,National Average Price,199802,1998M02,10150,Pork steak per kg.,IEP,8.567
CPM08,National Average Price,199802,1998M02,10160,Best back rashers per kg.,IEP,6.326
CPM08,National Average Price,199802,1998M02,10170,Streaky rashers per kg.,IEP,4.277
CPM08,National Average Price,199802,1998M02,10180,Ham fillet per kg.,IEP,5.871
CPM08,National Average Price,199802,1998M02,10240,Cooked ham per kg.,IEP,8.757
CPM08,National Average Price,199802,1998M02,10260,Pork sausages per kg.,IEP,3.027
CPM08,National Average Price,199802,1998M02,10270,Black pudding per kg.,IEP,3.019
CPM08,National Average Price,199802,1998M02,10280,Fillet of whiting per kg.,IEP,4.329
CPM08,National Average Price,199802,1998M02,10290,Cod cutlets per kg.,IEP,7.191
CPM08,National Average Price,199802,1998M02,10310,Fillet of plaice per kg.,IEP,8.335
CPM08,National Average Price,199802,1998M02,10340,Smoked kippers per kg.,IEP,3.875
CPM08,National Average Price,199802,1998M02,10460,Potatoes per 5lbs,IEP,1.1
CPM08,National Average Price,199802,1998M02,10470,Potatoes 10 kg.,IEP,3.34
CPM08,National Average Price,199802,1998M02,10480,Tomatoes per kg.,IEP,1.693
CPM08,National Average Price,199802,1998M02,10490,Onions per kg.,IEP,0.767
CPM08,National Average Price,199802,1998M02,10510,Broccoli per kg.,IEP,1.832
CPM08,National Average Price,199802,1998M02,10530,Carrots per kg.,IEP,0.742
CPM08,National Average Price,199802,1998M02,10540,Mushrooms per kg.,IEP,2.959
CPM08,National Average Price,199802,1998M02,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199802,1998M02,10800,Irish cheddar per kg.,IEP,5.794
CPM08,National Average Price,199802,1998M02,10820,Butter per lb.,IEP,1.6
CPM08,National Average Price,199802,1998M02,10880,Large (size 2) eggs per dozen,IEP,1.613
CPM08,National Average Price,199802,1998M02,10890,Medium (size 3) eggs per dozen,IEP,1.355
CPM08,National Average Price,199802,1998M02,10900,"Bread white sliced, large (800g)",IEP,0.735
CPM08,National Average Price,199802,1998M02,10910,"Bread brown sliced, large (800g)",IEP,0.812
CPM08,National Average Price,199802,1998M02,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199802,1998M02,11020,"White, plain flour per 2 kgs.",IEP,0.94
CPM08,National Average Price,199802,1998M02,11030,"White, self-raising flour per 2 kgs.",IEP,0.939
CPM08,National Average Price,199802,1998M02,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.981
CPM08,National Average Price,199802,1998M02,11080,White granulated sugar per kg.,IEP,0.89
CPM08,National Average Price,199802,1998M02,11310,Jam per lb.,IEP,1.017
CPM08,National Average Price,199802,1998M02,11320,Honey per lb.,IEP,1.619
CPM08,National Average Price,199802,1998M02,11330,Marmalade per lb.,IEP,1.042
CPM08,National Average Price,199802,1998M02,11580,Stout - take home (6 x 250ml),IEP,4.078
CPM08,National Average Price,199802,1998M02,11590,Lager - take home (4 x 330ml),IEP,4.042
CPM08,National Average Price,199802,1998M02,11610,Ale - take home (6 x 250ml),IEP,4.245
CPM08,National Average Price,199802,1998M02,11620,Cider - take home ( 500ml can),IEP,1.21
CPM08,National Average Price,199802,1998M02,11630,Whiskey - take home (70cl bottle),IEP,13.616
CPM08,National Average Price,199802,1998M02,11640,Brandy - take home (70cl bottle),IEP,17.889
CPM08,National Average Price,199802,1998M02,11650,Vodka - take home (70cl bottle),IEP,12.142
CPM08,National Average Price,199802,1998M02,11660,Sherry - take home (75cl bottle),IEP,7.979
CPM08,National Average Price,199802,1998M02,11690,Stout - draught bar (1 pint),IEP,2.033
CPM08,National Average Price,199802,1998M02,11700,Lager - draught lounge (1/2 pint),IEP,1.274
CPM08,National Average Price,199802,1998M02,11710,Lager - draught lounge (1 pint),IEP,2.245
CPM08,National Average Price,199802,1998M02,11720,Lager - bottled bar (330ml bottle),IEP,2.2
CPM08,National Average Price,199802,1998M02,11730,Ale - draught bar (1/2 pint),IEP,1.189
CPM08,National Average Price,199802,1998M02,11740,Ale - draught bar (1 pint),IEP,2.065
CPM08,National Average Price,199802,1998M02,11750,Cider - bar (330ml bottle),IEP,2.309
CPM08,National Average Price,199802,1998M02,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.071
CPM08,National Average Price,199802,1998M02,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.052
CPM08,National Average Price,199802,1998M02,30430,Leaded petrol per ltr.,IEP,0.699
CPM08,National Average Price,199802,1998M02,30440,Petrol - unleaded per ltr.,IEP,0.596
CPM08,National Average Price,199802,1998M02,30450,Liquid petroleum gas per ltr.,IEP,0.381
CPM08,National Average Price,199802,1998M02,30460,Diesel per ltr.,IEP,0.567
CPM08,National Average Price,199803,1998M03,10010,Round steak per kg.,IEP,6.085
CPM08,National Average Price,199803,1998M03,10020,Sirloin steak per kg.,IEP,8.113
CPM08,National Average Price,199803,1998M03,10030,Rib steak per kg.,IEP,4.134
CPM08,National Average Price,199803,1998M03,10040,Leg beef (boneless) per kg.,IEP,4.369
CPM08,National Average Price,199803,1998M03,10050,Brisket pot roast per kg.,IEP,4.107
CPM08,National Average Price,199803,1998M03,10070,Lamb whole leg per kg.,IEP,5.561
CPM08,National Average Price,199803,1998M03,10080,Lamb loin chops per kg.,IEP,7.953
CPM08,National Average Price,199803,1998M03,10090,Lamb gigot chops per kg.,IEP,5.597
CPM08,National Average Price,199803,1998M03,10100,Lamb - neck per kg.,IEP,2.634
CPM08,National Average Price,199803,1998M03,10110,Lambs liver per kg.,IEP,3.343
CPM08,National Average Price,199803,1998M03,10120,Whole leg of pork per kg.,IEP,3.956
CPM08,National Average Price,199803,1998M03,10130,Pork loin chops per kg.,IEP,5.87
CPM08,National Average Price,199803,1998M03,10140,Shoulder roast of pork per kg.,IEP,3.255
CPM08,National Average Price,199803,1998M03,10150,Pork steak per kg.,IEP,8.447
CPM08,National Average Price,199803,1998M03,10160,Best back rashers per kg.,IEP,6.614
CPM08,National Average Price,199803,1998M03,10170,Streaky rashers per kg.,IEP,4.384
CPM08,National Average Price,199803,1998M03,10180,Ham fillet per kg.,IEP,5.792
CPM08,National Average Price,199803,1998M03,10240,Cooked ham per kg.,IEP,8.703
CPM08,National Average Price,199803,1998M03,10260,Pork sausages per kg.,IEP,3.035
CPM08,National Average Price,199803,1998M03,10270,Black pudding per kg.,IEP,3.017
CPM08,National Average Price,199803,1998M03,10280,Fillet of whiting per kg.,IEP,4.289
CPM08,National Average Price,199803,1998M03,10290,Cod cutlets per kg.,IEP,7.147
CPM08,National Average Price,199803,1998M03,10310,Fillet of plaice per kg.,IEP,8.394
CPM08,National Average Price,199803,1998M03,10340,Smoked kippers per kg.,IEP,4.213
CPM08,National Average Price,199803,1998M03,10460,Potatoes per 5lbs,IEP,1.147
CPM08,National Average Price,199803,1998M03,10470,Potatoes 10 kg.,IEP,3.673
CPM08,National Average Price,199803,1998M03,10480,Tomatoes per kg.,IEP,1.773
CPM08,National Average Price,199803,1998M03,10490,Onions per kg.,IEP,0.826
CPM08,National Average Price,199803,1998M03,10510,Broccoli per kg.,IEP,1.896
CPM08,National Average Price,199803,1998M03,10530,Carrots per kg.,IEP,0.748
CPM08,National Average Price,199803,1998M03,10540,Mushrooms per kg.,IEP,3.025
CPM08,National Average Price,199803,1998M03,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199803,1998M03,10800,Irish cheddar per kg.,IEP,5.764
CPM08,National Average Price,199803,1998M03,10820,Butter per lb.,IEP,1.6
CPM08,National Average Price,199803,1998M03,10880,Large (size 2) eggs per dozen,IEP,1.621
CPM08,National Average Price,199803,1998M03,10890,Medium (size 3) eggs per dozen,IEP,1.367
CPM08,National Average Price,199803,1998M03,10900,"Bread white sliced, large (800g)",IEP,0.734
CPM08,National Average Price,199803,1998M03,10910,"Bread brown sliced, large (800g)",IEP,0.815
CPM08,National Average Price,199803,1998M03,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199803,1998M03,11020,"White, plain flour per 2 kgs.",IEP,0.931
CPM08,National Average Price,199803,1998M03,11030,"White, self-raising flour per 2 kgs.",IEP,0.936
CPM08,National Average Price,199803,1998M03,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.977
CPM08,National Average Price,199803,1998M03,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199803,1998M03,11310,Jam per lb.,IEP,1.01
CPM08,National Average Price,199803,1998M03,11320,Honey per lb.,IEP,1.626
CPM08,National Average Price,199803,1998M03,11330,Marmalade per lb.,IEP,1.041
CPM08,National Average Price,199803,1998M03,11580,Stout - take home (6 x 250ml),IEP,4.08
CPM08,National Average Price,199803,1998M03,11590,Lager - take home (4 x 330ml),IEP,4.052
CPM08,National Average Price,199803,1998M03,11610,Ale - take home (6 x 250ml),IEP,4.174
CPM08,National Average Price,199803,1998M03,11620,Cider - take home ( 500ml can),IEP,1.189
CPM08,National Average Price,199803,1998M03,11630,Whiskey - take home (70cl bottle),IEP,13.629
CPM08,National Average Price,199803,1998M03,11640,Brandy - take home (70cl bottle),IEP,17.995
CPM08,National Average Price,199803,1998M03,11650,Vodka - take home (70cl bottle),IEP,12.314
CPM08,National Average Price,199803,1998M03,11660,Sherry - take home (75cl bottle),IEP,8.042
CPM08,National Average Price,199803,1998M03,11690,Stout - draught bar (1 pint),IEP,2.031
CPM08,National Average Price,199803,1998M03,11700,Lager - draught lounge (1/2 pint),IEP,1.271
CPM08,National Average Price,199803,1998M03,11710,Lager - draught lounge (1 pint),IEP,2.249
CPM08,National Average Price,199803,1998M03,11720,Lager - bottled bar (330ml bottle),IEP,2.201
CPM08,National Average Price,199803,1998M03,11730,Ale - draught bar (1/2 pint),IEP,1.187
CPM08,National Average Price,199803,1998M03,11740,Ale - draught bar (1 pint),IEP,2.066
CPM08,National Average Price,199803,1998M03,11750,Cider - bar (330ml bottle),IEP,2.31
CPM08,National Average Price,199803,1998M03,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.072
CPM08,National Average Price,199803,1998M03,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.052
CPM08,National Average Price,199803,1998M03,30430,Leaded petrol per ltr.,IEP,0.699
CPM08,National Average Price,199803,1998M03,30440,Petrol - unleaded per ltr.,IEP,0.593
CPM08,National Average Price,199803,1998M03,30450,Liquid petroleum gas per ltr.,IEP,0.382
CPM08,National Average Price,199803,1998M03,30460,Diesel per ltr.,IEP,0.561
CPM08,National Average Price,199804,1998M04,10010,Round steak per kg.,IEP,6.179
CPM08,National Average Price,199804,1998M04,10020,Sirloin steak per kg.,IEP,8.462
CPM08,National Average Price,199804,1998M04,10030,Rib steak per kg.,IEP,4.103
CPM08,National Average Price,199804,1998M04,10040,Leg beef (boneless) per kg.,IEP,4.368
CPM08,National Average Price,199804,1998M04,10050,Brisket pot roast per kg.,IEP,4.138
CPM08,National Average Price,199804,1998M04,10070,Lamb whole leg per kg.,IEP,6.178
CPM08,National Average Price,199804,1998M04,10080,Lamb loin chops per kg.,IEP,8.599
CPM08,National Average Price,199804,1998M04,10090,Lamb gigot chops per kg.,IEP,5.866
CPM08,National Average Price,199804,1998M04,10100,Lamb - neck per kg.,IEP,2.764
CPM08,National Average Price,199804,1998M04,10110,Lambs liver per kg.,IEP,3.345
CPM08,National Average Price,199804,1998M04,10120,Whole leg of pork per kg.,IEP,3.962
CPM08,National Average Price,199804,1998M04,10130,Pork loin chops per kg.,IEP,5.818
CPM08,National Average Price,199804,1998M04,10140,Shoulder roast of pork per kg.,IEP,3.317
CPM08,National Average Price,199804,1998M04,10150,Pork steak per kg.,IEP,8.298
CPM08,National Average Price,199804,1998M04,10160,Best back rashers per kg.,IEP,6.582
CPM08,National Average Price,199804,1998M04,10170,Streaky rashers per kg.,IEP,4.369
CPM08,National Average Price,199804,1998M04,10180,Ham fillet per kg.,IEP,5.663
CPM08,National Average Price,199804,1998M04,10240,Cooked ham per kg.,IEP,8.839
CPM08,National Average Price,199804,1998M04,10260,Pork sausages per kg.,IEP,3.049
CPM08,National Average Price,199804,1998M04,10270,Black pudding per kg.,IEP,3.029
CPM08,National Average Price,199804,1998M04,10280,Fillet of whiting per kg.,IEP,4.525
CPM08,National Average Price,199804,1998M04,10290,Cod cutlets per kg.,IEP,7.199
CPM08,National Average Price,199804,1998M04,10310,Fillet of plaice per kg.,IEP,8.882
CPM08,National Average Price,199804,1998M04,10340,Smoked kippers per kg.,IEP,4.32
CPM08,National Average Price,199804,1998M04,10460,Potatoes per 5lbs,IEP,1.224
CPM08,National Average Price,199804,1998M04,10470,Potatoes 10 kg.,IEP,3.929
CPM08,National Average Price,199804,1998M04,10480,Tomatoes per kg.,IEP,2.19
CPM08,National Average Price,199804,1998M04,10490,Onions per kg.,IEP,0.845
CPM08,National Average Price,199804,1998M04,10510,Broccoli per kg.,IEP,1.753
CPM08,National Average Price,199804,1998M04,10530,Carrots per kg.,IEP,0.787
CPM08,National Average Price,199804,1998M04,10540,Mushrooms per kg.,IEP,3.079
CPM08,National Average Price,199804,1998M04,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199804,1998M04,10800,Irish cheddar per kg.,IEP,5.769
CPM08,National Average Price,199804,1998M04,10820,Butter per lb.,IEP,1.599
CPM08,National Average Price,199804,1998M04,10880,Large (size 2) eggs per dozen,IEP,1.633
CPM08,National Average Price,199804,1998M04,10890,Medium (size 3) eggs per dozen,IEP,1.331
CPM08,National Average Price,199804,1998M04,10900,"Bread white sliced, large (800g)",IEP,0.739
CPM08,National Average Price,199804,1998M04,10910,"Bread brown sliced, large (800g)",IEP,0.819
CPM08,National Average Price,199804,1998M04,10920,"Bread white sliced, small (400g)",IEP,0.551
CPM08,National Average Price,199804,1998M04,11020,"White, plain flour per 2 kgs.",IEP,0.929
CPM08,National Average Price,199804,1998M04,11030,"White, self-raising flour per 2 kgs.",IEP,0.939
CPM08,National Average Price,199804,1998M04,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.976
CPM08,National Average Price,199804,1998M04,11080,White granulated sugar per kg.,IEP,0.895
CPM08,National Average Price,199804,1998M04,11310,Jam per lb.,IEP,1.049
CPM08,National Average Price,199804,1998M04,11320,Honey per lb.,IEP,1.648
CPM08,National Average Price,199804,1998M04,11330,Marmalade per lb.,IEP,1.04
CPM08,National Average Price,199804,1998M04,11580,Stout - take home (6 x 250ml),IEP,4.081
CPM08,National Average Price,199804,1998M04,11590,Lager - take home (4 x 330ml),IEP,4.055
CPM08,National Average Price,199804,1998M04,11610,Ale - take home (6 x 250ml),IEP,4.118
CPM08,National Average Price,199804,1998M04,11620,Cider - take home ( 500ml can),IEP,1.219
CPM08,National Average Price,199804,1998M04,11630,Whiskey - take home (70cl bottle),IEP,13.644
CPM08,National Average Price,199804,1998M04,11640,Brandy - take home (70cl bottle),IEP,18.238
CPM08,National Average Price,199804,1998M04,11650,Vodka - take home (70cl bottle),IEP,12.338
CPM08,National Average Price,199804,1998M04,11660,Sherry - take home (75cl bottle),IEP,8.069
CPM08,National Average Price,199804,1998M04,11690,Stout - draught bar (1 pint),IEP,2.034
CPM08,National Average Price,199804,1998M04,11700,Lager - draught lounge (1/2 pint),IEP,1.275
CPM08,National Average Price,199804,1998M04,11710,Lager - draught lounge (1 pint),IEP,2.253
CPM08,National Average Price,199804,1998M04,11720,Lager - bottled bar (330ml bottle),IEP,2.198
CPM08,National Average Price,199804,1998M04,11730,Ale - draught bar (1/2 pint),IEP,1.189
CPM08,National Average Price,199804,1998M04,11740,Ale - draught bar (1 pint),IEP,2.066
CPM08,National Average Price,199804,1998M04,11750,Cider - bar (330ml bottle),IEP,2.315
CPM08,National Average Price,199804,1998M04,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.11
CPM08,National Average Price,199804,1998M04,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.086
CPM08,National Average Price,199804,1998M04,30430,Leaded petrol per ltr.,IEP,0.695
CPM08,National Average Price,199804,1998M04,30440,Petrol - unleaded per ltr.,IEP,0.589
CPM08,National Average Price,199804,1998M04,30450,Liquid petroleum gas per ltr.,IEP,0.384
CPM08,National Average Price,199804,1998M04,30460,Diesel per ltr.,IEP,0.558
CPM08,National Average Price,199805,1998M05,10010,Round steak per kg.,IEP,6.131
CPM08,National Average Price,199805,1998M05,10020,Sirloin steak per kg.,IEP,8.561
CPM08,National Average Price,199805,1998M05,10030,Rib steak per kg.,IEP,4.043
CPM08,National Average Price,199805,1998M05,10040,Leg beef (boneless) per kg.,IEP,4.327
CPM08,National Average Price,199805,1998M05,10050,Brisket pot roast per kg.,IEP,4.178
CPM08,National Average Price,199805,1998M05,10070,Lamb whole leg per kg.,IEP,6.08
CPM08,National Average Price,199805,1998M05,10080,Lamb loin chops per kg.,IEP,8.657
CPM08,National Average Price,199805,1998M05,10090,Lamb gigot chops per kg.,IEP,6.01
CPM08,National Average Price,199805,1998M05,10100,Lamb - neck per kg.,IEP,2.82
CPM08,National Average Price,199805,1998M05,10110,Lambs liver per kg.,IEP,3.384
CPM08,National Average Price,199805,1998M05,10120,Whole leg of pork per kg.,IEP,3.913
CPM08,National Average Price,199805,1998M05,10130,Pork loin chops per kg.,IEP,5.694
CPM08,National Average Price,199805,1998M05,10140,Shoulder roast of pork per kg.,IEP,3.204
CPM08,National Average Price,199805,1998M05,10150,Pork steak per kg.,IEP,8.215
CPM08,National Average Price,199805,1998M05,10160,Best back rashers per kg.,IEP,6.605
CPM08,National Average Price,199805,1998M05,10170,Streaky rashers per kg.,IEP,4.211
CPM08,National Average Price,199805,1998M05,10180,Ham fillet per kg.,IEP,5.697
CPM08,National Average Price,199805,1998M05,10240,Cooked ham per kg.,IEP,8.74
CPM08,National Average Price,199805,1998M05,10260,Pork sausages per kg.,IEP,3.043
CPM08,National Average Price,199805,1998M05,10270,Black pudding per kg.,IEP,3.009
CPM08,National Average Price,199805,1998M05,10280,Fillet of whiting per kg.,IEP,4.713
CPM08,National Average Price,199805,1998M05,10290,Cod cutlets per kg.,IEP,7.019
CPM08,National Average Price,199805,1998M05,10310,Fillet of plaice per kg.,IEP,8.842
CPM08,National Average Price,199805,1998M05,10340,Smoked kippers per kg.,IEP,4.318
CPM08,National Average Price,199805,1998M05,10460,Potatoes per 5lbs,IEP,1.451
CPM08,National Average Price,199805,1998M05,10470,Potatoes 10 kg.,IEP,4.858
CPM08,National Average Price,199805,1998M05,10480,Tomatoes per kg.,IEP,1.641
CPM08,National Average Price,199805,1998M05,10490,Onions per kg.,IEP,1.073
CPM08,National Average Price,199805,1998M05,10510,Broccoli per kg.,IEP,1.976
CPM08,National Average Price,199805,1998M05,10530,Carrots per kg.,IEP,0.909
CPM08,National Average Price,199805,1998M05,10540,Mushrooms per kg.,IEP,3.021
CPM08,National Average Price,199805,1998M05,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199805,1998M05,10800,Irish cheddar per kg.,IEP,5.748
CPM08,National Average Price,199805,1998M05,10820,Butter per lb.,IEP,1.598
CPM08,National Average Price,199805,1998M05,10880,Large (size 2) eggs per dozen,IEP,1.605
CPM08,National Average Price,199805,1998M05,10890,Medium (size 3) eggs per dozen,IEP,1.356
CPM08,National Average Price,199805,1998M05,10900,"Bread white sliced, large (800g)",IEP,0.74
CPM08,National Average Price,199805,1998M05,10910,"Bread brown sliced, large (800g)",IEP,0.827
CPM08,National Average Price,199805,1998M05,10920,"Bread white sliced, small (400g)",IEP,0.551
CPM08,National Average Price,199805,1998M05,11020,"White, plain flour per 2 kgs.",IEP,0.936
CPM08,National Average Price,199805,1998M05,11030,"White, self-raising flour per 2 kgs.",IEP,0.939
CPM08,National Average Price,199805,1998M05,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.979
CPM08,National Average Price,199805,1998M05,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199805,1998M05,11310,Jam per lb.,IEP,1.061
CPM08,National Average Price,199805,1998M05,11320,Honey per lb.,IEP,1.646
CPM08,National Average Price,199805,1998M05,11330,Marmalade per lb.,IEP,1.04
CPM08,National Average Price,199805,1998M05,11580,Stout - take home (6 x 250ml),IEP,4.082
CPM08,National Average Price,199805,1998M05,11590,Lager - take home (4 x 330ml),IEP,4.052
CPM08,National Average Price,199805,1998M05,11610,Ale - take home (6 x 250ml),IEP,4.165
CPM08,National Average Price,199805,1998M05,11620,Cider - take home ( 500ml can),IEP,1.216
CPM08,National Average Price,199805,1998M05,11630,Whiskey - take home (70cl bottle),IEP,13.648
CPM08,National Average Price,199805,1998M05,11640,Brandy - take home (70cl bottle),IEP,18.288
CPM08,National Average Price,199805,1998M05,11650,Vodka - take home (70cl bottle),IEP,12.363
CPM08,National Average Price,199805,1998M05,11660,Sherry - take home (75cl bottle),IEP,8.132
CPM08,National Average Price,199805,1998M05,11690,Stout - draught bar (1 pint),IEP,2.038
CPM08,National Average Price,199805,1998M05,11700,Lager - draught lounge (1/2 pint),IEP,1.279
CPM08,National Average Price,199805,1998M05,11710,Lager - draught lounge (1 pint),IEP,2.255
CPM08,National Average Price,199805,1998M05,11720,Lager - bottled bar (330ml bottle),IEP,2.204
CPM08,National Average Price,199805,1998M05,11730,Ale - draught bar (1/2 pint),IEP,1.195
CPM08,National Average Price,199805,1998M05,11740,Ale - draught bar (1 pint),IEP,2.067
