STATISTIC,Statistic2,TLIST(M1),Month,C02438V02948,Consumer Item,UNIT,VALUE
CPM08,National Average Price,199907,1999M07,11660,Sherry - take home (75cl bottle),IEP,8.076
CPM08,National Average Price,199907,1999M07,11690,Stout - draught bar (1 pint),IEP,2.155
CPM08,National Average Price,199907,1999M07,11700,Lager - draught lounge (1/2 pint),IEP,1.367
CPM08,National Average Price,199907,1999M07,11710,Lager - draught lounge (1 pint),IEP,2.38
CPM08,National Average Price,199907,1999M07,11720,Lager - bottled bar (330ml bottle),IEP,2.35
CPM08,National Average Price,199907,1999M07,11730,Ale - draught bar (1/2 pint),IEP,1.269
CPM08,National Average Price,199907,1999M07,11740,Ale - draught bar (1 pint),IEP,2.188
CPM08,National Average Price,199907,1999M07,11750,Cider - bar (330ml bottle),IEP,2.434
CPM08,National Average Price,199907,1999M07,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.221
CPM08,National Average Price,199907,1999M07,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.192
CPM08,National Average Price,199907,1999M07,30430,Leaded petrol per ltr.,IEP,0.707
CPM08,National Average Price,199907,1999M07,30440,Petrol - unleaded per ltr.,IEP,0.601
CPM08,National Average Price,199907,1999M07,30450,Liquid petroleum gas per ltr.,IEP,0.373
CPM08,National Average Price,199907,1999M07,30460,Diesel per ltr.,IEP,0.561
CPM08,National Average Price,199908,1999M08,10010,Round steak per kg.,IEP,6.207
CPM08,National Average Price,199908,1999M08,10020,Sirloin steak per kg.,IEP,8.597
CPM08,National Average Price,199908,1999M08,10030,Rib steak per kg.,IEP,3.904
CPM08,National Average Price,199908,1999M08,10040,Leg beef (boneless) per kg.,IEP,4.205
CPM08,National Average Price,199908,1999M08,10050,Brisket pot roast per kg.,IEP,4.024
CPM08,National Average Price,199908,1999M08,10070,Lamb whole leg per kg.,IEP,5.821
CPM08,National Average Price,199908,1999M08,10080,Lamb loin chops per kg.,IEP,8.717
CPM08,National Average Price,199908,1999M08,10090,Lamb gigot chops per kg.,IEP,5.479
CPM08,National Average Price,199908,1999M08,10100,Lamb - neck per kg.,IEP,
CPM08,National Average Price,199908,1999M08,10110,Lambs liver per kg.,IEP,3.432
CPM08,National Average Price,199908,1999M08,10120,Whole leg of pork per kg.,IEP,3.833
CPM08,National Average Price,199908,1999M08,10130,Pork loin chops per kg.,IEP,5.834
CPM08,National Average Price,199908,1999M08,10140,Shoulder roast of pork per kg.,IEP,3.013
CPM08,National Average Price,199908,1999M08,10150,Pork steak per kg.,IEP,7.871
CPM08,National Average Price,199908,1999M08,10160,Best back rashers per kg.,IEP,6.53
CPM08,National Average Price,199908,1999M08,10170,Streaky rashers per kg.,IEP,4.447
CPM08,National Average Price,199908,1999M08,10180,Ham fillet per kg.,IEP,5.635
CPM08,National Average Price,199908,1999M08,10240,Cooked ham per kg.,IEP,9.043
CPM08,National Average Price,199908,1999M08,10260,Pork sausages per kg.,IEP,3.116
CPM08,National Average Price,199908,1999M08,10270,Black pudding per kg.,IEP,3.075
CPM08,National Average Price,199908,1999M08,10280,Fillet of whiting per kg.,IEP,5.371
CPM08,National Average Price,199908,1999M08,10290,Cod cutlets per kg.,IEP,8.307
CPM08,National Average Price,199908,1999M08,10310,Fillet of plaice per kg.,IEP,9.536
CPM08,National Average Price,199908,1999M08,10340,Smoked kippers per kg.,IEP,4.562
CPM08,National Average Price,199908,1999M08,10460,Potatoes per 5lbs,IEP,1.715
CPM08,National Average Price,199908,1999M08,10470,Potatoes 10 kg.,IEP,5.128
CPM08,National Average Price,199908,1999M08,10480,Tomatoes per kg.,IEP,1.625
CPM08,National Average Price,199908,1999M08,10490,Onions per kg.,IEP,0.897
CPM08,National Average Price,199908,1999M08,10510,Broccoli per kg.,IEP,1.939
CPM08,National Average Price,199908,1999M08,10530,Carrots per kg.,IEP,0.92
CPM08,National Average Price,199908,1999M08,10540,Mushrooms per kg.,IEP,3.157
CPM08,National Average Price,199908,1999M08,10730,Fresh pasteurised milk per litre,IEP,0.633
CPM08,National Average Price,199908,1999M08,10800,Irish cheddar per kg.,IEP,5.927
CPM08,National Average Price,199908,1999M08,10820,Butter per lb.,IEP,1.592
CPM08,National Average Price,199908,1999M08,10880,Large (size 2) eggs per dozen,IEP,1.719
CPM08,National Average Price,199908,1999M08,10890,Medium (size 3) eggs per dozen,IEP,1.469
CPM08,National Average Price,199908,1999M08,10900,"Bread white sliced, large (800g)",IEP,0.777
CPM08,National Average Price,199908,1999M08,10910,"Bread brown sliced, large (800g)",IEP,0.863
CPM08,National Average Price,199908,1999M08,10920,"Bread white sliced, small (400g)",IEP,0.578
CPM08,National Average Price,199908,1999M08,11020,"White, plain flour per 2 kgs.",IEP,0.934
CPM08,National Average Price,199908,1999M08,11030,"White, self-raising flour per 2 kgs.",IEP,0.94
CPM08,National Average Price,199908,1999M08,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.982
CPM08,National Average Price,199908,1999M08,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199908,1999M08,11310,Jam per lb.,IEP,1.103
CPM08,National Average Price,199908,1999M08,11320,Honey per lb.,IEP,1.782
CPM08,National Average Price,199908,1999M08,11330,Marmalade per lb.,IEP,1.067
CPM08,National Average Price,199908,1999M08,11580,Stout - take home (6 x 250ml),IEP,4.338
CPM08,National Average Price,199908,1999M08,11590,Lager - take home (4 x 330ml),IEP,4.595
CPM08,National Average Price,199908,1999M08,11610,Ale - take home (6 x 250ml),IEP,4.34
CPM08,National Average Price,199908,1999M08,11620,Cider - take home ( 500ml can),IEP,1.264
CPM08,National Average Price,199908,1999M08,11630,Whiskey - take home (70cl bottle),IEP,14.067
CPM08,National Average Price,199908,1999M08,11640,Brandy - take home (70cl bottle),IEP,18.677
CPM08,National Average Price,199908,1999M08,11650,Vodka - take home (70cl bottle),IEP,12.393
CPM08,National Average Price,199908,1999M08,11660,Sherry - take home (75cl bottle),IEP,8.041
CPM08,National Average Price,199908,1999M08,11690,Stout - draught bar (1 pint),IEP,2.157
CPM08,National Average Price,199908,1999M08,11700,Lager - draught lounge (1/2 pint),IEP,1.369
CPM08,National Average Price,199908,1999M08,11710,Lager - draught lounge (1 pint),IEP,2.383
CPM08,National Average Price,199908,1999M08,11720,Lager - bottled bar (330ml bottle),IEP,2.352
CPM08,National Average Price,199908,1999M08,11730,Ale - draught bar (1/2 pint),IEP,1.273
CPM08,National Average Price,199908,1999M08,11740,Ale - draught bar (1 pint),IEP,2.191
CPM08,National Average Price,199908,1999M08,11750,Cider - bar (330ml bottle),IEP,2.436
CPM08,National Average Price,199908,1999M08,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.221
CPM08,National Average Price,199908,1999M08,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.192
CPM08,National Average Price,199908,1999M08,30430,Leaded petrol per ltr.,IEP,0.723
CPM08,National Average Price,199908,1999M08,30440,Petrol - unleaded per ltr.,IEP,0.616
CPM08,National Average Price,199908,1999M08,30450,Liquid petroleum gas per ltr.,IEP,0.383
CPM08,National Average Price,199908,1999M08,30460,Diesel per ltr.,IEP,0.576
CPM08,National Average Price,199909,1999M09,10010,Round steak per kg.,IEP,6.071
CPM08,National Average Price,199909,1999M09,10020,Sirloin steak per kg.,IEP,8.6
CPM08,National Average Price,199909,1999M09,10030,Rib steak per kg.,IEP,3.913
CPM08,National Average Price,199909,1999M09,10040,Leg beef (boneless) per kg.,IEP,4.237
CPM08,National Average Price,199909,1999M09,10050,Brisket pot roast per kg.,IEP,3.981
CPM08,National Average Price,199909,1999M09,10070,Lamb whole leg per kg.,IEP,5.82
CPM08,National Average Price,199909,1999M09,10080,Lamb loin chops per kg.,IEP,8.227
CPM08,National Average Price,199909,1999M09,10090,Lamb gigot chops per kg.,IEP,5.132
CPM08,National Average Price,199909,1999M09,10100,Lamb - neck per kg.,IEP,
CPM08,National Average Price,199909,1999M09,10110,Lambs liver per kg.,IEP,3.404
CPM08,National Average Price,199909,1999M09,10120,Whole leg of pork per kg.,IEP,3.85
CPM08,National Average Price,199909,1999M09,10130,Pork loin chops per kg.,IEP,5.876
CPM08,National Average Price,199909,1999M09,10140,Shoulder roast of pork per kg.,IEP,3.056
CPM08,National Average Price,199909,1999M09,10150,Pork steak per kg.,IEP,7.93
CPM08,National Average Price,199909,1999M09,10160,Best back rashers per kg.,IEP,6.633
CPM08,National Average Price,199909,1999M09,10170,Streaky rashers per kg.,IEP,4.374
CPM08,National Average Price,199909,1999M09,10180,Ham fillet per kg.,IEP,5.727
CPM08,National Average Price,199909,1999M09,10240,Cooked ham per kg.,IEP,9.085
CPM08,National Average Price,199909,1999M09,10260,Pork sausages per kg.,IEP,3.116
CPM08,National Average Price,199909,1999M09,10270,Black pudding per kg.,IEP,3.08
CPM08,National Average Price,199909,1999M09,10280,Fillet of whiting per kg.,IEP,5.427
CPM08,National Average Price,199909,1999M09,10290,Cod cutlets per kg.,IEP,8.474
CPM08,National Average Price,199909,1999M09,10310,Fillet of plaice per kg.,IEP,9.486
CPM08,National Average Price,199909,1999M09,10340,Smoked kippers per kg.,IEP,4.537
CPM08,National Average Price,199909,1999M09,10460,Potatoes per 5lbs,IEP,1.684
CPM08,National Average Price,199909,1999M09,10470,Potatoes 10 kg.,IEP,4.476
CPM08,National Average Price,199909,1999M09,10480,Tomatoes per kg.,IEP,1.659
CPM08,National Average Price,199909,1999M09,10490,Onions per kg.,IEP,0.815
CPM08,National Average Price,199909,1999M09,10510,Broccoli per kg.,IEP,1.824
CPM08,National Average Price,199909,1999M09,10530,Carrots per kg.,IEP,0.801
CPM08,National Average Price,199909,1999M09,10540,Mushrooms per kg.,IEP,3.157
CPM08,National Average Price,199909,1999M09,10730,Fresh pasteurised milk per litre,IEP,0.634
CPM08,National Average Price,199909,1999M09,10800,Irish cheddar per kg.,IEP,6.055
CPM08,National Average Price,199909,1999M09,10820,Butter per lb.,IEP,1.596
CPM08,National Average Price,199909,1999M09,10880,Large (size 2) eggs per dozen,IEP,1.72
CPM08,National Average Price,199909,1999M09,10890,Medium (size 3) eggs per dozen,IEP,1.484
CPM08,National Average Price,199909,1999M09,10900,"Bread white sliced, large (800g)",IEP,0.772
CPM08,National Average Price,199909,1999M09,10910,"Bread brown sliced, large (800g)",IEP,0.864
CPM08,National Average Price,199909,1999M09,10920,"Bread white sliced, small (400g)",IEP,0.579
CPM08,National Average Price,199909,1999M09,11020,"White, plain flour per 2 kgs.",IEP,0.95
CPM08,National Average Price,199909,1999M09,11030,"White, self-raising flour per 2 kgs.",IEP,0.957
CPM08,National Average Price,199909,1999M09,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.981
CPM08,National Average Price,199909,1999M09,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199909,1999M09,11310,Jam per lb.,IEP,1.103
CPM08,National Average Price,199909,1999M09,11320,Honey per lb.,IEP,1.786
CPM08,National Average Price,199909,1999M09,11330,Marmalade per lb.,IEP,1.076
CPM08,National Average Price,199909,1999M09,11580,Stout - take home (6 x 250ml),IEP,4.337
CPM08,National Average Price,199909,1999M09,11590,Lager - take home (4 x 330ml),IEP,4.595
CPM08,National Average Price,199909,1999M09,11610,Ale - take home (6 x 250ml),IEP,4.48
CPM08,National Average Price,199909,1999M09,11620,Cider - take home ( 500ml can),IEP,1.278
CPM08,National Average Price,199909,1999M09,11630,Whiskey - take home (70cl bottle),IEP,14.077
CPM08,National Average Price,199909,1999M09,11640,Brandy - take home (70cl bottle),IEP,18.674
CPM08,National Average Price,199909,1999M09,11650,Vodka - take home (70cl bottle),IEP,12.4
CPM08,National Average Price,199909,1999M09,11660,Sherry - take home (75cl bottle),IEP,8.172
CPM08,National Average Price,199909,1999M09,11690,Stout - draught bar (1 pint),IEP,2.161
CPM08,National Average Price,199909,1999M09,11700,Lager - draught lounge (1/2 pint),IEP,1.368
CPM08,National Average Price,199909,1999M09,11710,Lager - draught lounge (1 pint),IEP,2.391
CPM08,National Average Price,199909,1999M09,11720,Lager - bottled bar (330ml bottle),IEP,2.361
CPM08,National Average Price,199909,1999M09,11730,Ale - draught bar (1/2 pint),IEP,1.277
CPM08,National Average Price,199909,1999M09,11740,Ale - draught bar (1 pint),IEP,2.195
CPM08,National Average Price,199909,1999M09,11750,Cider - bar (330ml bottle),IEP,2.458
CPM08,National Average Price,199909,1999M09,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.223
CPM08,National Average Price,199909,1999M09,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.191
CPM08,National Average Price,199909,1999M09,30430,Leaded petrol per ltr.,IEP,0.744
CPM08,National Average Price,199909,1999M09,30440,Petrol - unleaded per ltr.,IEP,0.637
CPM08,National Average Price,199909,1999M09,30450,Liquid petroleum gas per ltr.,IEP,0.401
CPM08,National Average Price,199909,1999M09,30460,Diesel per ltr.,IEP,0.581
CPM08,National Average Price,199910,1999M10,10010,Round steak per kg.,IEP,5.838
CPM08,National Average Price,199910,1999M10,10020,Sirloin steak per kg.,IEP,8.571
CPM08,National Average Price,199910,1999M10,10030,Rib steak per kg.,IEP,3.991
CPM08,National Average Price,199910,1999M10,10040,Leg beef (boneless) per kg.,IEP,4.262
CPM08,National Average Price,199910,1999M10,10050,Brisket pot roast per kg.,IEP,4.029
CPM08,National Average Price,199910,1999M10,10070,Lamb whole leg per kg.,IEP,5.447
CPM08,National Average Price,199910,1999M10,10080,Lamb loin chops per kg.,IEP,8.314
CPM08,National Average Price,199910,1999M10,10090,Lamb gigot chops per kg.,IEP,5.299
CPM08,National Average Price,199910,1999M10,10100,Lamb - neck per kg.,IEP,
CPM08,National Average Price,199910,1999M10,10110,Lambs liver per kg.,IEP,3.456
CPM08,National Average Price,199910,1999M10,10120,Whole leg of pork per kg.,IEP,3.824
CPM08,National Average Price,199910,1999M10,10130,Pork loin chops per kg.,IEP,5.78
CPM08,National Average Price,199910,1999M10,10140,Shoulder roast of pork per kg.,IEP,3.024
CPM08,National Average Price,199910,1999M10,10150,Pork steak per kg.,IEP,7.822
CPM08,National Average Price,199910,1999M10,10160,Best back rashers per kg.,IEP,6.535
CPM08,National Average Price,199910,1999M10,10170,Streaky rashers per kg.,IEP,4.44
CPM08,National Average Price,199910,1999M10,10180,Ham fillet per kg.,IEP,5.529
CPM08,National Average Price,199910,1999M10,10240,Cooked ham per kg.,IEP,9.093
CPM08,National Average Price,199910,1999M10,10260,Pork sausages per kg.,IEP,3.144
CPM08,National Average Price,199910,1999M10,10270,Black pudding per kg.,IEP,3.145
CPM08,National Average Price,199910,1999M10,10280,Fillet of whiting per kg.,IEP,5.418
CPM08,National Average Price,199910,1999M10,10290,Cod cutlets per kg.,IEP,8.537
CPM08,National Average Price,199910,1999M10,10310,Fillet of plaice per kg.,IEP,9.551
CPM08,National Average Price,199910,1999M10,10340,Smoked kippers per kg.,IEP,4.55
CPM08,National Average Price,199910,1999M10,10460,Potatoes per 5lbs,IEP,1.67
CPM08,National Average Price,199910,1999M10,10470,Potatoes 10 kg.,IEP,4.21
CPM08,National Average Price,199910,1999M10,10480,Tomatoes per kg.,IEP,1.906
CPM08,National Average Price,199910,1999M10,10490,Onions per kg.,IEP,0.735
CPM08,National Average Price,199910,1999M10,10510,Broccoli per kg.,IEP,1.864
CPM08,National Average Price,199910,1999M10,10530,Carrots per kg.,IEP,0.703
CPM08,National Average Price,199910,1999M10,10540,Mushrooms per kg.,IEP,3.138
CPM08,National Average Price,199910,1999M10,10730,Fresh pasteurised milk per litre,IEP,0.639
CPM08,National Average Price,199910,1999M10,10800,Irish cheddar per kg.,IEP,6.118
CPM08,National Average Price,199910,1999M10,10820,Butter per lb.,IEP,1.601
CPM08,National Average Price,199910,1999M10,10880,Large (size 2) eggs per dozen,IEP,1.735
CPM08,National Average Price,199910,1999M10,10890,Medium (size 3) eggs per dozen,IEP,1.496
CPM08,National Average Price,199910,1999M10,10900,"Bread white sliced, large (800g)",IEP,0.775
CPM08,National Average Price,199910,1999M10,10910,"Bread brown sliced, large (800g)",IEP,0.873
CPM08,National Average Price,199910,1999M10,10920,"Bread white sliced, small (400g)",IEP,0.58
CPM08,National Average Price,199910,1999M10,11020,"White, plain flour per 2 kgs.",IEP,0.95
CPM08,National Average Price,199910,1999M10,11030,"White, self-raising flour per 2 kgs.",IEP,0.959
CPM08,National Average Price,199910,1999M10,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.979
CPM08,National Average Price,199910,1999M10,11080,White granulated sugar per kg.,IEP,0.898
CPM08,National Average Price,199910,1999M10,11310,Jam per lb.,IEP,1.103
CPM08,National Average Price,199910,1999M10,11320,Honey per lb.,IEP,1.788
CPM08,National Average Price,199910,1999M10,11330,Marmalade per lb.,IEP,1.078
CPM08,National Average Price,199910,1999M10,11580,Stout - take home (6 x 250ml),IEP,4.344
CPM08,National Average Price,199910,1999M10,11590,Lager - take home (4 x 330ml),IEP,4.57
CPM08,National Average Price,199910,1999M10,11610,Ale - take home (6 x 250ml),IEP,4.465
CPM08,National Average Price,199910,1999M10,11620,Cider - take home ( 500ml can),IEP,1.28
CPM08,National Average Price,199910,1999M10,11630,Whiskey - take home (70cl bottle),IEP,14.103
CPM08,National Average Price,199910,1999M10,11640,Brandy - take home (70cl bottle),IEP,18.681
CPM08,National Average Price,199910,1999M10,11650,Vodka - take home (70cl bottle),IEP,12.415
CPM08,National Average Price,199910,1999M10,11660,Sherry - take home (75cl bottle),IEP,8.228
CPM08,National Average Price,199910,1999M10,11690,Stout - draught bar (1 pint),IEP,2.163
