STATISTIC,Statistic,TLIST(M1),Month,C02363V02844,Consumer Item,UNIT,VALUE
CPM04,National Average  Price,200303,2003M03,11030,"Bread brown sliced, large (800g)",Euro,1.189
CPM04,National Average  Price,200303,2003M03,11150,"White, self-raising flour per 2 kgs.",Euro,1.272
CPM04,National Average  Price,200303,2003M03,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.303
CPM04,National Average  Price,200303,2003M03,11190,White granulated sugar per kg.,Euro,1.113
CPM04,National Average  Price,200303,2003M03,11220,Tea bags per 80,Euro,2.54
CPM04,National Average  Price,200303,2003M03,11340,Spaghetti per 500g.,Euro,0.966
CPM04,National Average  Price,200303,2003M03,11470,Jam per lb.,Euro,1.565
CPM04,National Average  Price,200303,2003M03,11490,Marmalade per lb.,Euro,1.564
CPM04,National Average  Price,200303,2003M03,11720,Orange juice per ltr.,Euro,1.558
CPM04,National Average  Price,200303,2003M03,11810,Stout - take home (6 x 250ml),Euro,6.465
CPM04,National Average  Price,200303,2003M03,11820,Lager - take home (500ml can),Euro,1.791
CPM04,National Average  Price,200303,2003M03,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200303,2003M03,11850,Cider - take home ( 500ml can),Euro,2.068
CPM04,National Average  Price,200303,2003M03,11860,Whiskey - take home (70cl bottle),Euro,23.422
CPM04,National Average  Price,200303,2003M03,11870,Brandy - take home (70cl bottle),Euro,28.986
CPM04,National Average  Price,200303,2003M03,11880,Vodka - take home (70cl bottle),Euro,20.47
CPM04,National Average  Price,200303,2003M03,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200303,2003M03,11900,Cream liquer - take home (70cl bottle),Euro,17.602
CPM04,National Average  Price,200303,2003M03,11910,Sherry - take home (75cl bottle),Euro,11.309
CPM04,National Average  Price,200303,2003M03,11930,Table wine - take home (75cl bottle),Euro,9.066
CPM04,National Average  Price,200303,2003M03,11950,Stout - draught bar (1 pint),Euro,3.345
CPM04,National Average  Price,200303,2003M03,11960,Lager - draught lounge (1/2 pint),Euro,2.217
CPM04,National Average  Price,200303,2003M03,11970,Lager - draught lounge (1 pint),Euro,3.707
CPM04,National Average  Price,200303,2003M03,11980,Lager - bottled bar (330ml bottle),Euro,3.761
CPM04,National Average  Price,200303,2003M03,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200303,2003M03,12000,Ale - draught bar (1 pint),Euro,3.395
CPM04,National Average  Price,200303,2003M03,12010,Cider - bar (330ml bottle),Euro,3.943
CPM04,National Average  Price,200303,2003M03,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200303,2003M03,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.192
CPM04,National Average  Price,200303,2003M03,12040,Brandy - bar (single) per 1/2 glass,Euro,3.735
CPM04,National Average  Price,200303,2003M03,12050,Vodka - bar (single) per 1/2 glass,Euro,3.243
CPM04,National Average  Price,200303,2003M03,12070,Wine - bar (187 ml bottle),Euro,
CPM04,National Average  Price,200303,2003M03,12080,Filtered cigarettes per 20 pk.,Euro,5.731
CPM04,National Average  Price,200303,2003M03,30300,Cinema fee,Euro,6.674
CPM04,National Average  Price,200303,2003M03,30310,Nightclubs fee,Euro,9.054
CPM04,National Average  Price,200303,2003M03,30320,Gent's haircut - dry cut fee,Euro,10.526
CPM04,National Average  Price,200303,2003M03,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,
CPM04,National Average  Price,200303,2003M03,30350,"Ladies shampoo, cut and blow dry fee",Euro,27.794
CPM04,National Average  Price,200303,2003M03,30440,Petrol - unleaded per ltr.,Euro,0.91
CPM04,National Average  Price,200303,2003M03,30450,Diesel per ltr.,Euro,0.849
CPM04,National Average  Price,200303,2003M03,80000,Fillet/half leg pork per kg.,Euro,6.577
CPM04,National Average  Price,200303,2003M03,80001,"1 litre, low fat milk per ltr.",Euro,0.857
CPM04,National Average  Price,200303,2003M03,80002,Large (size 2) eggs per dozen,Euro,2.446
CPM04,National Average  Price,200303,2003M03,80003,Medium (size 3) eggs per dozen,Euro,2.121
CPM04,National Average  Price,200303,2003M03,80004,"White, plain flour per 2 kgs.",Euro,1.267
CPM04,National Average  Price,200303,2003M03,80005,Fine quality wine - take home (75cl bottle),Euro,14.957
CPM04,National Average  Price,200304,2003M04,10010,Round steak per kg.,Euro,8.87
CPM04,National Average  Price,200304,2003M04,10020,Sirloin steak per kg.,Euro,12.916
CPM04,National Average  Price,200304,2003M04,10030,Striploin steak per kg.,Euro,17.681
CPM04,National Average  Price,200304,2003M04,10040,Roast beef topside/rib per kg.,Euro,8.761
CPM04,National Average  Price,200304,2003M04,10050,Sliced/diced beef pieces per kg.,Euro,7.329
CPM04,National Average  Price,200304,2003M04,10070,Lamb whole leg per kg.,Euro,9.75
CPM04,National Average  Price,200304,2003M04,10080,Lamb loin chops per kg.,Euro,16.131
CPM04,National Average  Price,200304,2003M04,10090,Lamb gigot chops per kg.,Euro,9.646
CPM04,National Average  Price,200304,2003M04,10100,Lamb pieces incl neck per kg.,Euro,6.77
CPM04,National Average  Price,200304,2003M04,10110,Lambs liver per kg.,Euro,5.404
CPM04,National Average  Price,200304,2003M04,10120,Roast loin of pork per kg.,Euro,9.216
CPM04,National Average  Price,200304,2003M04,10130,Pork loin chops per kg.,Euro,9.042
CPM04,National Average  Price,200304,2003M04,10140,Pork steak per kg.,Euro,11.809
CPM04,National Average  Price,200304,2003M04,10150,Best back rashers per kg.,Euro,10.676
CPM04,National Average  Price,200304,2003M04,10160,Ham fillet per kg.,Euro,9.093
CPM04,National Average  Price,200304,2003M04,10170,Collar bacon per kg.,Euro,5.874
CPM04,National Average  Price,200304,2003M04,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200304,2003M04,10230,Cooked ham per kg.,Euro,14.69
CPM04,National Average  Price,200304,2003M04,10250,Pork sausages per kg.,Euro,4.792
CPM04,National Average  Price,200304,2003M04,10270,Fillet of whiting per kg.,Euro,8.455
CPM04,National Average  Price,200304,2003M04,10280,Cod fillets per kg.,Euro,13.579
CPM04,National Average  Price,200304,2003M04,10290,Salmon steak per kg.,Euro,12.483
CPM04,National Average  Price,200304,2003M04,10300,Fillet of plaice per kg.,Euro,16.39
CPM04,National Average  Price,200304,2003M04,10330,Smoked salmon per kg.,Euro,22.036
CPM04,National Average  Price,200304,2003M04,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200304,2003M04,10470,Potatoes 2.5 kg.,Euro,3.28
CPM04,National Average  Price,200304,2003M04,10480,Potatoes 10 kg.,Euro,6.567
CPM04,National Average  Price,200304,2003M04,10490,Tomatoes per kg.,Euro,2.782
CPM04,National Average  Price,200304,2003M04,10500,Onions per kg.,Euro,1.316
CPM04,National Average  Price,200304,2003M04,10520,Broccoli per kg.,Euro,3.044
CPM04,National Average  Price,200304,2003M04,10540,Carrots per kg.,Euro,1.374
CPM04,National Average  Price,200304,2003M04,10550,Mushrooms per kg.,Euro,4.063
CPM04,National Average  Price,200304,2003M04,10640,Grapes per kg.,Euro,4.152
CPM04,National Average  Price,200304,2003M04,10650,Bananas per kg.,Euro,1.62
CPM04,National Average  Price,200304,2003M04,10840,1 litre full fat milk per ltr.,Euro,0.848
CPM04,National Average  Price,200304,2003M04,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200304,2003M04,10910,Irish cheddar per kg.,Euro,8.993
CPM04,National Average  Price,200304,2003M04,10940,Butter per lb.,Euro,1.949
CPM04,National Average  Price,200304,2003M04,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200304,2003M04,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200304,2003M04,11020,"Bread white sliced, large (800g)",Euro,1.075
CPM04,National Average  Price,200304,2003M04,11030,"Bread brown sliced, large (800g)",Euro,1.195
CPM04,National Average  Price,200304,2003M04,11150,"White, self-raising flour per 2 kgs.",Euro,1.276
CPM04,National Average  Price,200304,2003M04,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.301
CPM04,National Average  Price,200304,2003M04,11190,White granulated sugar per kg.,Euro,1.117
CPM04,National Average  Price,200304,2003M04,11220,Tea bags per 80,Euro,2.527
CPM04,National Average  Price,200304,2003M04,11340,Spaghetti per 500g.,Euro,0.965
CPM04,National Average  Price,200304,2003M04,11470,Jam per lb.,Euro,1.571
CPM04,National Average  Price,200304,2003M04,11490,Marmalade per lb.,Euro,1.585
CPM04,National Average  Price,200304,2003M04,11720,Orange juice per ltr.,Euro,1.547
CPM04,National Average  Price,200304,2003M04,11810,Stout - take home (6 x 250ml),Euro,6.425
CPM04,National Average  Price,200304,2003M04,11820,Lager - take home (500ml can),Euro,1.789
CPM04,National Average  Price,200304,2003M04,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200304,2003M04,11850,Cider - take home ( 500ml can),Euro,2.063
CPM04,National Average  Price,200304,2003M04,11860,Whiskey - take home (70cl bottle),Euro,23.716
