STATISTIC,Statistic,TLIST(M1),Month,C02363V02844,Consumer Item,UNIT,VALUE
CPM04,National Average  Price,200706,2007M06,11820,Lager - take home (500ml can),Euro,1.666
CPM04,National Average  Price,200706,2007M06,11830,Lager - take home (tray 12 by 330ml),Euro,14.237
CPM04,National Average  Price,200706,2007M06,11850,Cider - take home ( 500ml can),Euro,2.204
CPM04,National Average  Price,200706,2007M06,11860,Whiskey - take home (70cl bottle),Euro,24.821
CPM04,National Average  Price,200706,2007M06,11870,Brandy - take home (70cl bottle),Euro,29.581
CPM04,National Average  Price,200706,2007M06,11880,Vodka - take home (70cl bottle),Euro,21.067
CPM04,National Average  Price,200706,2007M06,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.618
CPM04,National Average  Price,200706,2007M06,11900,Cream liquer - take home (70cl bottle),Euro,17.126
CPM04,National Average  Price,200706,2007M06,11910,Sherry - take home (75cl bottle),Euro,11.06
CPM04,National Average  Price,200706,2007M06,11930,Table wine - take home (75cl bottle),Euro,8.989
CPM04,National Average  Price,200706,2007M06,11950,Stout - draught bar (1 pint),Euro,3.832
CPM04,National Average  Price,200706,2007M06,11960,Lager - draught lounge (1/2 pint),Euro,2.486
CPM04,National Average  Price,200706,2007M06,11970,Lager - draught lounge (1 pint),Euro,4.229
CPM04,National Average  Price,200706,2007M06,11980,Lager - bottled bar (330ml bottle),Euro,4.247
CPM04,National Average  Price,200706,2007M06,11990,Cider - draught bar (1 pint),Euro,4.414
CPM04,National Average  Price,200706,2007M06,12000,Ale - draught bar (1 pint),Euro,3.887
CPM04,National Average  Price,200706,2007M06,12010,Cider - bar (330ml bottle),Euro,4.407
CPM04,National Average  Price,200706,2007M06,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.193
CPM04,National Average  Price,200706,2007M06,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.568
CPM04,National Average  Price,200706,2007M06,12040,Brandy - bar (single) per 1/2 glass,Euro,4.137
CPM04,National Average  Price,200706,2007M06,12050,Vodka - bar (single) per 1/2 glass,Euro,3.629
CPM04,National Average  Price,200706,2007M06,12070,Wine - bar (187 ml bottle),Euro,4.664
CPM04,National Average  Price,200706,2007M06,12080,Filtered cigarettes per 20 pk.,Euro,6.945
CPM04,National Average  Price,200706,2007M06,30300,Cinema fee,Euro,8.383
CPM04,National Average  Price,200706,2007M06,30310,Nightclubs fee,Euro,9.685
CPM04,National Average  Price,200706,2007M06,30320,Gent's haircut - dry cut fee,Euro,12.647
CPM04,National Average  Price,200706,2007M06,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,20.981
CPM04,National Average  Price,200706,2007M06,30350,"Ladies shampoo, cut and blow dry fee",Euro,37.157
CPM04,National Average  Price,200706,2007M06,30440,Petrol - unleaded per ltr.,Euro,1.168
CPM04,National Average  Price,200706,2007M06,30450,Diesel per ltr.,Euro,1.078
CPM04,National Average  Price,200706,2007M06,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,200706,2007M06,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,200706,2007M06,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,200706,2007M06,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,200706,2007M06,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,200706,2007M06,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,200707,2007M07,10010,Round steak per kg.,Euro,9.501
CPM04,National Average  Price,200707,2007M07,10020,Sirloin steak per kg.,Euro,14.678
CPM04,National Average  Price,200707,2007M07,10030,Striploin steak per kg.,Euro,21.153
CPM04,National Average  Price,200707,2007M07,10040,Roast beef topside/rib per kg.,Euro,9.609
CPM04,National Average  Price,200707,2007M07,10050,Sliced/diced beef pieces per kg.,Euro,8.467
CPM04,National Average  Price,200707,2007M07,10070,Lamb whole leg per kg.,Euro,10.208
CPM04,National Average  Price,200707,2007M07,10080,Lamb loin chops per kg.,Euro,16.987
CPM04,National Average  Price,200707,2007M07,10090,Lamb gigot chops per kg.,Euro,10.101
CPM04,National Average  Price,200707,2007M07,10100,Lamb pieces incl neck per kg.,Euro,9.463
CPM04,National Average  Price,200707,2007M07,10110,Lambs liver per kg.,Euro,5.412
CPM04,National Average  Price,200707,2007M07,10120,Roast loin of pork per kg.,Euro,8.942
CPM04,National Average  Price,200707,2007M07,10130,Pork loin chops per kg.,Euro,8.868
CPM04,National Average  Price,200707,2007M07,10140,Pork steak per kg.,Euro,11.874
CPM04,National Average  Price,200707,2007M07,10150,Best back rashers per kg.,Euro,11.317
CPM04,National Average  Price,200707,2007M07,10160,Ham fillet per kg.,Euro,7.73
CPM04,National Average  Price,200707,2007M07,10170,Collar bacon per kg.,Euro,6.031
CPM04,National Average  Price,200707,2007M07,10180,Uncooked chicken medium sized 1600g,Euro,5.787
CPM04,National Average  Price,200707,2007M07,10230,Cooked ham per kg.,Euro,16.938
CPM04,National Average  Price,200707,2007M07,10250,Pork sausages per kg.,Euro,5.774
CPM04,National Average  Price,200707,2007M07,10270,Fillet of whiting per kg.,Euro,9.284
CPM04,National Average  Price,200707,2007M07,10280,Cod fillets per kg.,Euro,17.302
CPM04,National Average  Price,200707,2007M07,10290,Salmon steak per kg.,Euro,15.4
CPM04,National Average  Price,200707,2007M07,10300,Fillet of plaice per kg.,Euro,17.887
CPM04,National Average  Price,200707,2007M07,10330,Smoked salmon per kg.,Euro,28.418
CPM04,National Average  Price,200707,2007M07,10450,Tomatoes tinned per 400g,Euro,0.681
CPM04,National Average  Price,200707,2007M07,10470,Potatoes 2.5 kg.,Euro,3.953
CPM04,National Average  Price,200707,2007M07,10480,Potatoes 10 kg.,Euro,7.615
CPM04,National Average  Price,200707,2007M07,10490,Tomatoes per kg.,Euro,2.766
CPM04,National Average  Price,200707,2007M07,10500,Onions per kg.,Euro,1.483
CPM04,National Average  Price,200707,2007M07,10520,Broccoli per kg.,Euro,4.02
CPM04,National Average  Price,200707,2007M07,10540,Carrots per kg.,Euro,1.322
CPM04,National Average  Price,200707,2007M07,10550,Mushrooms per kg.,Euro,4.481
CPM04,National Average  Price,200707,2007M07,10640,Grapes per kg.,Euro,6.309
CPM04,National Average  Price,200707,2007M07,10650,Bananas per kg.,Euro,1.469
CPM04,National Average  Price,200707,2007M07,10840,1 litre full fat milk per ltr.,Euro,0.889
CPM04,National Average  Price,200707,2007M07,10850,2 litre full fat milk per 2 ltr.,Euro,1.576
CPM04,National Average  Price,200707,2007M07,10910,Irish cheddar per kg.,Euro,9.735
CPM04,National Average  Price,200707,2007M07,10940,Butter per lb.,Euro,1.822
CPM04,National Average  Price,200707,2007M07,11000,Large (size 2) eggs per half dozen,Euro,1.595
CPM04,National Average  Price,200707,2007M07,11010,Medium (size 3) eggs per half dozen,Euro,1.443
CPM04,National Average  Price,200707,2007M07,11020,"Bread white sliced, large (800g)",Euro,1.187
CPM04,National Average  Price,200707,2007M07,11030,"Bread brown sliced, large (800g)",Euro,1.418
CPM04,National Average  Price,200707,2007M07,11150,"White, self-raising flour per 2 kgs.",Euro,1.404
CPM04,National Average  Price,200707,2007M07,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.6
CPM04,National Average  Price,200707,2007M07,11190,White granulated sugar per kg.,Euro,1.048
CPM04,National Average  Price,200707,2007M07,11220,Tea bags per 80,Euro,2.531
CPM04,National Average  Price,200707,2007M07,11340,Spaghetti per 500g.,Euro,0.927
CPM04,National Average  Price,200707,2007M07,11470,Jam per lb.,Euro,1.587
CPM04,National Average  Price,200707,2007M07,11490,Marmalade per lb.,Euro,1.778
CPM04,National Average  Price,200707,2007M07,11720,Orange juice per ltr.,Euro,1.68
CPM04,National Average  Price,200707,2007M07,11810,Stout - take home (6 x 250ml),Euro,6.596
CPM04,National Average  Price,200707,2007M07,11820,Lager - take home (500ml can),Euro,1.675
CPM04,National Average  Price,200707,2007M07,11830,Lager - take home (tray 12 by 330ml),Euro,14.29
CPM04,National Average  Price,200707,2007M07,11850,Cider - take home ( 500ml can),Euro,2.207
CPM04,National Average  Price,200707,2007M07,11860,Whiskey - take home (70cl bottle),Euro,24.863
CPM04,National Average  Price,200707,2007M07,11870,Brandy - take home (70cl bottle),Euro,29.705
CPM04,National Average  Price,200707,2007M07,11880,Vodka - take home (70cl bottle),Euro,21.086
CPM04,National Average  Price,200707,2007M07,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.611
CPM04,National Average  Price,200707,2007M07,11900,Cream liquer - take home (70cl bottle),Euro,17.281
CPM04,National Average  Price,200707,2007M07,11910,Sherry - take home (75cl bottle),Euro,11.398
CPM04,National Average  Price,200707,2007M07,11930,Table wine - take home (75cl bottle),Euro,9.002
CPM04,National Average  Price,200707,2007M07,11950,Stout - draught bar (1 pint),Euro,3.836
CPM04,National Average  Price,200707,2007M07,11960,Lager - draught lounge (1/2 pint),Euro,2.486
CPM04,National Average  Price,200707,2007M07,11970,Lager - draught lounge (1 pint),Euro,4.237
CPM04,National Average  Price,200707,2007M07,11980,Lager - bottled bar (330ml bottle),Euro,4.255
CPM04,National Average  Price,200707,2007M07,11990,Cider - draught bar (1 pint),Euro,4.411
CPM04,National Average  Price,200707,2007M07,12000,Ale - draught bar (1 pint),Euro,3.891
CPM04,National Average  Price,200707,2007M07,12010,Cider - bar (330ml bottle),Euro,4.423
CPM04,National Average  Price,200707,2007M07,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.198
CPM04,National Average  Price,200707,2007M07,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.582
CPM04,National Average  Price,200707,2007M07,12040,Brandy - bar (single) per 1/2 glass,Euro,4.142
CPM04,National Average  Price,200707,2007M07,12050,Vodka - bar (single) per 1/2 glass,Euro,3.642
CPM04,National Average  Price,200707,2007M07,12070,Wine - bar (187 ml bottle),Euro,4.664
CPM04,National Average  Price,200707,2007M07,12080,Filtered cigarettes per 20 pk.,Euro,6.95
CPM04,National Average  Price,200707,2007M07,30300,Cinema fee,Euro,8.442
CPM04,National Average  Price,200707,2007M07,30310,Nightclubs fee,Euro,9.686
CPM04,National Average  Price,200707,2007M07,30320,Gent's haircut - dry cut fee,Euro,12.558
CPM04,National Average  Price,200707,2007M07,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,20.793
CPM04,National Average  Price,200707,2007M07,30350,"Ladies shampoo, cut and blow dry fee",Euro,37.542
CPM04,National Average  Price,200707,2007M07,30440,Petrol - unleaded per ltr.,Euro,1.174
CPM04,National Average  Price,200707,2007M07,30450,Diesel per ltr.,Euro,1.087
CPM04,National Average  Price,200707,2007M07,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,200707,2007M07,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,200707,2007M07,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,200707,2007M07,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,200707,2007M07,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,200707,2007M07,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,200708,2007M08,10010,Round steak per kg.,Euro,9.305
CPM04,National Average  Price,200708,2007M08,10020,Sirloin steak per kg.,Euro,13.39
CPM04,National Average  Price,200708,2007M08,10030,Striploin steak per kg.,Euro,20.71
CPM04,National Average  Price,200708,2007M08,10040,Roast beef topside/rib per kg.,Euro,9.771
CPM04,National Average  Price,200708,2007M08,10050,Sliced/diced beef pieces per kg.,Euro,8.572
CPM04,National Average  Price,200708,2007M08,10070,Lamb whole leg per kg.,Euro,9.822
CPM04,National Average  Price,200708,2007M08,10080,Lamb loin chops per kg.,Euro,17.185
CPM04,National Average  Price,200708,2007M08,10090,Lamb gigot chops per kg.,Euro,11.12
CPM04,National Average  Price,200708,2007M08,10100,Lamb pieces incl neck per kg.,Euro,9.412
CPM04,National Average  Price,200708,2007M08,10110,Lambs liver per kg.,Euro,5.395
CPM04,National Average  Price,200708,2007M08,10120,Roast loin of pork per kg.,Euro,8.796
CPM04,National Average  Price,200708,2007M08,10130,Pork loin chops per kg.,Euro,9.09
CPM04,National Average  Price,200708,2007M08,10140,Pork steak per kg.,Euro,11.732
CPM04,National Average  Price,200708,2007M08,10150,Best back rashers per kg.,Euro,11.403
CPM04,National Average  Price,200708,2007M08,10160,Ham fillet per kg.,Euro,7.835
CPM04,National Average  Price,200708,2007M08,10170,Collar bacon per kg.,Euro,5.965
CPM04,National Average  Price,200708,2007M08,10180,Uncooked chicken medium sized 1600g,Euro,6.226
CPM04,National Average  Price,200708,2007M08,10230,Cooked ham per kg.,Euro,16.435
CPM04,National Average  Price,200708,2007M08,10250,Pork sausages per kg.,Euro,5.717
CPM04,National Average  Price,200708,2007M08,10270,Fillet of whiting per kg.,Euro,9.861
CPM04,National Average  Price,200708,2007M08,10280,Cod fillets per kg.,Euro,18.025
CPM04,National Average  Price,200708,2007M08,10290,Salmon steak per kg.,Euro,16.668
CPM04,National Average  Price,200708,2007M08,10300,Fillet of plaice per kg.,Euro,18.892
CPM04,National Average  Price,200708,2007M08,10330,Smoked salmon per kg.,Euro,28.838
CPM04,National Average  Price,200708,2007M08,10450,Tomatoes tinned per 400g,Euro,0.68
CPM04,National Average  Price,200708,2007M08,10470,Potatoes 2.5 kg.,Euro,3.906
CPM04,National Average  Price,200708,2007M08,10480,Potatoes 10 kg.,Euro,7.847
CPM04,National Average  Price,200708,2007M08,10490,Tomatoes per kg.,Euro,2.364
CPM04,National Average  Price,200708,2007M08,10500,Onions per kg.,Euro,1.497
CPM04,National Average  Price,200708,2007M08,10520,Broccoli per kg.,Euro,4.842
CPM04,National Average  Price,200708,2007M08,10540,Carrots per kg.,Euro,1.302
CPM04,National Average  Price,200708,2007M08,10550,Mushrooms per kg.,Euro,4.395
CPM04,National Average  Price,200708,2007M08,10640,Grapes per kg.,Euro,6.237
CPM04,National Average  Price,200708,2007M08,10650,Bananas per kg.,Euro,1.468
CPM04,National Average  Price,200708,2007M08,10840,1 litre full fat milk per ltr.,Euro,0.901
CPM04,National Average  Price,200708,2007M08,10850,2 litre full fat milk per 2 ltr.,Euro,1.591
CPM04,National Average  Price,200708,2007M08,10910,Irish cheddar per kg.,Euro,9.927
CPM04,National Average  Price,200708,2007M08,10940,Butter per lb.,Euro,1.813
CPM04,National Average  Price,200708,2007M08,11000,Large (size 2) eggs per half dozen,Euro,1.614
CPM04,National Average  Price,200708,2007M08,11010,Medium (size 3) eggs per half dozen,Euro,1.467
CPM04,National Average  Price,200708,2007M08,11020,"Bread white sliced, large (800g)",Euro,1.189
CPM04,National Average  Price,200708,2007M08,11030,"Bread brown sliced, large (800g)",Euro,1.404
CPM04,National Average  Price,200708,2007M08,11150,"White, self-raising flour per 2 kgs.",Euro,1.42
CPM04,National Average  Price,200708,2007M08,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.602
CPM04,National Average  Price,200708,2007M08,11190,White granulated sugar per kg.,Euro,1.044
CPM04,National Average  Price,200708,2007M08,11220,Tea bags per 80,Euro,2.551
CPM04,National Average  Price,200708,2007M08,11340,Spaghetti per 500g.,Euro,0.932
CPM04,National Average  Price,200708,2007M08,11470,Jam per lb.,Euro,1.579
CPM04,National Average  Price,200708,2007M08,11490,Marmalade per lb.,Euro,1.772
CPM04,National Average  Price,200708,2007M08,11720,Orange juice per ltr.,Euro,1.666
CPM04,National Average  Price,200708,2007M08,11810,Stout - take home (6 x 250ml),Euro,6.538
CPM04,National Average  Price,200708,2007M08,11820,Lager - take home (500ml can),Euro,1.69
CPM04,National Average  Price,200708,2007M08,11830,Lager - take home (tray 12 by 330ml),Euro,14.281
CPM04,National Average  Price,200708,2007M08,11850,Cider - take home ( 500ml can),Euro,2.205
CPM04,National Average  Price,200708,2007M08,11860,Whiskey - take home (70cl bottle),Euro,24.885
CPM04,National Average  Price,200708,2007M08,11870,Brandy - take home (70cl bottle),Euro,29.564
CPM04,National Average  Price,200708,2007M08,11880,Vodka - take home (70cl bottle),Euro,21.297
CPM04,National Average  Price,200708,2007M08,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.614
CPM04,National Average  Price,200708,2007M08,11900,Cream liquer - take home (70cl bottle),Euro,17.191
CPM04,National Average  Price,200708,2007M08,11910,Sherry - take home (75cl bottle),Euro,11.433
CPM04,National Average  Price,200708,2007M08,11930,Table wine - take home (75cl bottle),Euro,9.057
CPM04,National Average  Price,200708,2007M08,11950,Stout - draught bar (1 pint),Euro,3.838
CPM04,National Average  Price,200708,2007M08,11960,Lager - draught lounge (1/2 pint),Euro,2.488
CPM04,National Average  Price,200708,2007M08,11970,Lager - draught lounge (1 pint),Euro,4.244
CPM04,National Average  Price,200708,2007M08,11980,Lager - bottled bar (330ml bottle),Euro,4.273
CPM04,National Average  Price,200708,2007M08,11990,Cider - draught bar (1 pint),Euro,4.415
CPM04,National Average  Price,200708,2007M08,12000,Ale - draught bar (1 pint),Euro,3.901
CPM04,National Average  Price,200708,2007M08,12010,Cider - bar (330ml bottle),Euro,4.408
CPM04,National Average  Price,200708,2007M08,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.181
CPM04,National Average  Price,200708,2007M08,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.585
CPM04,National Average  Price,200708,2007M08,12040,Brandy - bar (single) per 1/2 glass,Euro,4.155
CPM04,National Average  Price,200708,2007M08,12050,Vodka - bar (single) per 1/2 glass,Euro,3.645
CPM04,National Average  Price,200708,2007M08,12070,Wine - bar (187 ml bottle),Euro,4.664
CPM04,National Average  Price,200708,2007M08,12080,Filtered cigarettes per 20 pk.,Euro,6.947
CPM04,National Average  Price,200708,2007M08,30300,Cinema fee,Euro,8.482
CPM04,National Average  Price,200708,2007M08,30310,Nightclubs fee,Euro,9.709
CPM04,National Average  Price,200708,2007M08,30320,Gent's haircut - dry cut fee,Euro,12.73
CPM04,National Average  Price,200708,2007M08,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,20.82
CPM04,National Average  Price,200708,2007M08,30350,"Ladies shampoo, cut and blow dry fee",Euro,37.847
CPM04,National Average  Price,200708,2007M08,30440,Petrol - unleaded per ltr.,Euro,1.155
CPM04,National Average  Price,200708,2007M08,30450,Diesel per ltr.,Euro,1.087
CPM04,National Average  Price,200708,2007M08,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,200708,2007M08,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,200708,2007M08,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,200708,2007M08,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,200708,2007M08,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,200708,2007M08,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,200709,2007M09,10010,Round steak per kg.,Euro,9.402
CPM04,National Average  Price,200709,2007M09,10020,Sirloin steak per kg.,Euro,14.908
CPM04,National Average  Price,200709,2007M09,10030,Striploin steak per kg.,Euro,20.789
CPM04,National Average  Price,200709,2007M09,10040,Roast beef topside/rib per kg.,Euro,9.63
CPM04,National Average  Price,200709,2007M09,10050,Sliced/diced beef pieces per kg.,Euro,8.636
CPM04,National Average  Price,200709,2007M09,10070,Lamb whole leg per kg.,Euro,10.501
CPM04,National Average  Price,200709,2007M09,10080,Lamb loin chops per kg.,Euro,16.132
CPM04,National Average  Price,200709,2007M09,10090,Lamb gigot chops per kg.,Euro,10.794
CPM04,National Average  Price,200709,2007M09,10100,Lamb pieces incl neck per kg.,Euro,9.828
CPM04,National Average  Price,200709,2007M09,10110,Lambs liver per kg.,Euro,5.068
CPM04,National Average  Price,200709,2007M09,10120,Roast loin of pork per kg.,Euro,9.017
CPM04,National Average  Price,200709,2007M09,10130,Pork loin chops per kg.,Euro,9.056
CPM04,National Average  Price,200709,2007M09,10140,Pork steak per kg.,Euro,11.804
CPM04,National Average  Price,200709,2007M09,10150,Best back rashers per kg.,Euro,11.447
CPM04,National Average  Price,200709,2007M09,10160,Ham fillet per kg.,Euro,7.832
CPM04,National Average  Price,200709,2007M09,10170,Collar bacon per kg.,Euro,5.889
CPM04,National Average  Price,200709,2007M09,10180,Uncooked chicken medium sized 1600g,Euro,5.77
CPM04,National Average  Price,200709,2007M09,10230,Cooked ham per kg.,Euro,16.858
CPM04,National Average  Price,200709,2007M09,10250,Pork sausages per kg.,Euro,5.664
CPM04,National Average  Price,200709,2007M09,10270,Fillet of whiting per kg.,Euro,9.837
CPM04,National Average  Price,200709,2007M09,10280,Cod fillets per kg.,Euro,18.806
CPM04,National Average  Price,200709,2007M09,10290,Salmon steak per kg.,Euro,15.915
CPM04,National Average  Price,200709,2007M09,10300,Fillet of plaice per kg.,Euro,18.395
CPM04,National Average  Price,200709,2007M09,10330,Smoked salmon per kg.,Euro,27.944
CPM04,National Average  Price,200709,2007M09,10450,Tomatoes tinned per 400g,Euro,0.676
CPM04,National Average  Price,200709,2007M09,10470,Potatoes 2.5 kg.,Euro,3.774
CPM04,National Average  Price,200709,2007M09,10480,Potatoes 10 kg.,Euro,7.787
CPM04,National Average  Price,200709,2007M09,10490,Tomatoes per kg.,Euro,2.578
CPM04,National Average  Price,200709,2007M09,10500,Onions per kg.,Euro,1.508
CPM04,National Average  Price,200709,2007M09,10520,Broccoli per kg.,Euro,4.824
CPM04,National Average  Price,200709,2007M09,10540,Carrots per kg.,Euro,1.295
CPM04,National Average  Price,200709,2007M09,10550,Mushrooms per kg.,Euro,4.452
CPM04,National Average  Price,200709,2007M09,10640,Grapes per kg.,Euro,6.106
CPM04,National Average  Price,200709,2007M09,10650,Bananas per kg.,Euro,1.432
CPM04,National Average  Price,200709,2007M09,10840,1 litre full fat milk per ltr.,Euro,0.905
CPM04,National Average  Price,200709,2007M09,10850,2 litre full fat milk per 2 ltr.,Euro,1.594
CPM04,National Average  Price,200709,2007M09,10910,Irish cheddar per kg.,Euro,9.85
CPM04,National Average  Price,200709,2007M09,10940,Butter per lb.,Euro,1.817
CPM04,National Average  Price,200709,2007M09,11000,Large (size 2) eggs per half dozen,Euro,1.632
CPM04,National Average  Price,200709,2007M09,11010,Medium (size 3) eggs per half dozen,Euro,1.48
CPM04,National Average  Price,200709,2007M09,11020,"Bread white sliced, large (800g)",Euro,1.194
CPM04,National Average  Price,200709,2007M09,11030,"Bread brown sliced, large (800g)",Euro,1.434
CPM04,National Average  Price,200709,2007M09,11150,"White, self-raising flour per 2 kgs.",Euro,1.459
CPM04,National Average  Price,200709,2007M09,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.602
CPM04,National Average  Price,200709,2007M09,11190,White granulated sugar per kg.,Euro,1.046
CPM04,National Average  Price,200709,2007M09,11220,Tea bags per 80,Euro,2.548
CPM04,National Average  Price,200709,2007M09,11340,Spaghetti per 500g.,Euro,0.93
CPM04,National Average  Price,200709,2007M09,11470,Jam per lb.,Euro,1.566
CPM04,National Average  Price,200709,2007M09,11490,Marmalade per lb.,Euro,1.759
CPM04,National Average  Price,200709,2007M09,11720,Orange juice per ltr.,Euro,1.691
CPM04,National Average  Price,200709,2007M09,11810,Stout - take home (6 x 250ml),Euro,6.548
CPM04,National Average  Price,200709,2007M09,11820,Lager - take home (500ml can),Euro,1.698
CPM04,National Average  Price,200709,2007M09,11830,Lager - take home (tray 12 by 330ml),Euro,14.118
CPM04,National Average  Price,200709,2007M09,11850,Cider - take home ( 500ml can),Euro,2.207
CPM04,National Average  Price,200709,2007M09,11860,Whiskey - take home (70cl bottle),Euro,24.859
CPM04,National Average  Price,200709,2007M09,11870,Brandy - take home (70cl bottle),Euro,29.428
CPM04,National Average  Price,200709,2007M09,11880,Vodka - take home (70cl bottle),Euro,21.277
CPM04,National Average  Price,200709,2007M09,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.622
CPM04,National Average  Price,200709,2007M09,11900,Cream liquer - take home (70cl bottle),Euro,17.172
CPM04,National Average  Price,200709,2007M09,11910,Sherry - take home (75cl bottle),Euro,11.37
CPM04,National Average  Price,200709,2007M09,11930,Table wine - take home (75cl bottle),Euro,9.002
CPM04,National Average  Price,200709,2007M09,11950,Stout - draught bar (1 pint),Euro,3.838
CPM04,National Average  Price,200709,2007M09,11960,Lager - draught lounge (1/2 pint),Euro,2.489
CPM04,National Average  Price,200709,2007M09,11970,Lager - draught lounge (1 pint),Euro,4.245
CPM04,National Average  Price,200709,2007M09,11980,Lager - bottled bar (330ml bottle),Euro,4.272
CPM04,National Average  Price,200709,2007M09,11990,Cider - draught bar (1 pint),Euro,4.419
CPM04,National Average  Price,200709,2007M09,12000,Ale - draught bar (1 pint),Euro,3.902
CPM04,National Average  Price,200709,2007M09,12010,Cider - bar (330ml bottle),Euro,4.407
CPM04,National Average  Price,200709,2007M09,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.201
CPM04,National Average  Price,200709,2007M09,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.589
CPM04,National Average  Price,200709,2007M09,12040,Brandy - bar (single) per 1/2 glass,Euro,4.157
CPM04,National Average  Price,200709,2007M09,12050,Vodka - bar (single) per 1/2 glass,Euro,3.642
CPM04,National Average  Price,200709,2007M09,12070,Wine - bar (187 ml bottle),Euro,4.674
CPM04,National Average  Price,200709,2007M09,12080,Filtered cigarettes per 20 pk.,Euro,6.948
CPM04,National Average  Price,200709,2007M09,30300,Cinema fee,Euro,8.521
CPM04,National Average  Price,200709,2007M09,30310,Nightclubs fee,Euro,9.425
CPM04,National Average  Price,200709,2007M09,30320,Gent's haircut - dry cut fee,Euro,12.851
CPM04,National Average  Price,200709,2007M09,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,20.797
CPM04,National Average  Price,200709,2007M09,30350,"Ladies shampoo, cut and blow dry fee",Euro,37.791
CPM04,National Average  Price,200709,2007M09,30440,Petrol - unleaded per ltr.,Euro,1.144
CPM04,National Average  Price,200709,2007M09,30450,Diesel per ltr.,Euro,1.088
CPM04,National Average  Price,200709,2007M09,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,200709,2007M09,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,200709,2007M09,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,200709,2007M09,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,200709,2007M09,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,200709,2007M09,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,200710,2007M10,10010,Round steak per kg.,Euro,9.484
CPM04,National Average  Price,200710,2007M10,10020,Sirloin steak per kg.,Euro,14.677
CPM04,National Average  Price,200710,2007M10,10030,Striploin steak per kg.,Euro,20.985
CPM04,National Average  Price,200710,2007M10,10040,Roast beef topside/rib per kg.,Euro,9.562
CPM04,National Average  Price,200710,2007M10,10050,Sliced/diced beef pieces per kg.,Euro,8.599
CPM04,National Average  Price,200710,2007M10,10070,Lamb whole leg per kg.,Euro,10.786
CPM04,National Average  Price,200710,2007M10,10080,Lamb loin chops per kg.,Euro,17.34
CPM04,National Average  Price,200710,2007M10,10090,Lamb gigot chops per kg.,Euro,10.273
CPM04,National Average  Price,200710,2007M10,10100,Lamb pieces incl neck per kg.,Euro,9.271
CPM04,National Average  Price,200710,2007M10,10110,Lambs liver per kg.,Euro,5.367
CPM04,National Average  Price,200710,2007M10,10120,Roast loin of pork per kg.,Euro,8.648
CPM04,National Average  Price,200710,2007M10,10130,Pork loin chops per kg.,Euro,9.06
CPM04,National Average  Price,200710,2007M10,10140,Pork steak per kg.,Euro,11.679
